Station,StationName,Date,TMax,TMin
GHCND:USC00190120,AMHERST MA US,19911222,41,17
GHCND:USC00190120,AMHERST MA US,19911223,38,15
GHCND:USC00190120,AMHERST MA US,19911224,39,17
GHCND:USC00190120,AMHERST MA US,19911225,33,6
GHCND:USC00190120,AMHERST MA US,19911226,31,7
GHCND:USC00190120,AMHERST MA US,19911227,33,9
GHCND:USC00190120,AMHERST MA US,19911228,42,11
GHCND:USC00190120,AMHERST MA US,19911229,46,12
GHCND:USC00190120,AMHERST MA US,19911230,39,19
GHCND:USC00190120,AMHERST MA US,19911231,33,11
GHCND:USC00190120,AMHERST MA US,19920101,35,6
GHCND:USC00190120,AMHERST MA US,19920102,38,10
GHCND:USC00190120,AMHERST MA US,19920103,41,10
GHCND:USC00190120,AMHERST MA US,19920104,45,33
GHCND:USC00190120,AMHERST MA US,19920105,39,35
GHCND:USC00190120,AMHERST MA US,19920106,48,32
GHCND:USC00190120,AMHERST MA US,19920107,43,24
GHCND:USC00190120,AMHERST MA US,19920108,43,23
GHCND:USC00190120,AMHERST MA US,19920109,36,22
GHCND:USC00190120,AMHERST MA US,19920110,39,23
GHCND:USC00190120,AMHERST MA US,19920111,34,15
GHCND:USC00190120,AMHERST MA US,19920112,28,8
GHCND:USC00190120,AMHERST MA US,19920113,32,8
GHCND:USC00190120,AMHERST MA US,19920114,53,28
GHCND:USC00190120,AMHERST MA US,19920115,58,12
GHCND:USC00190120,AMHERST MA US,19920116,24,13
GHCND:USC00190120,AMHERST MA US,19920117,15,3
GHCND:USC00190120,AMHERST MA US,19920118,31,6
GHCND:USC00190120,AMHERST MA US,19920119,25,2
GHCND:USC00190120,AMHERST MA US,19920120,22,12
GHCND:USC00190120,AMHERST MA US,19920121,22,3
GHCND:USC00190120,AMHERST MA US,19920122,30,7
GHCND:USC00190120,AMHERST MA US,19920123,33,8
GHCND:USC00190120,AMHERST MA US,19920124,38,24
GHCND:USC00190120,AMHERST MA US,19920125,42,12
GHCND:USC00190120,AMHERST MA US,19920126,20,13
GHCND:USC00190120,AMHERST MA US,19920127,25,6
GHCND:USC00190120,AMHERST MA US,19920128,28,10
GHCND:USC00190120,AMHERST MA US,19920129,34,15
GHCND:USC00190120,AMHERST MA US,19920130,42,15
GHCND:USC00190120,AMHERST MA US,19920131,41,16
GHCND:USC00190120,AMHERST MA US,19920201,42,25
GHCND:USC00190120,AMHERST MA US,19920202,28,17
GHCND:USC00190120,AMHERST MA US,19920203,33,8
GHCND:USC00190120,AMHERST MA US,19920204,37,15
GHCND:USC00190120,AMHERST MA US,19920205,34,18
GHCND:USC00190120,AMHERST MA US,19920206,30,5
GHCND:USC00190120,AMHERST MA US,19920207,33,7
GHCND:USC00190120,AMHERST MA US,19920208,34,13
GHCND:USC00190120,AMHERST MA US,19920209,32,17
GHCND:USC00190120,AMHERST MA US,19920210,21,-4
GHCND:USC00190120,AMHERST MA US,19920211,25,16
GHCND:USC00190120,AMHERST MA US,19920212,43,6
GHCND:USC00190120,AMHERST MA US,19920213,19,0
GHCND:USC00190120,AMHERST MA US,19920214,31,4
GHCND:USC00190120,AMHERST MA US,19920215,42,12
GHCND:USC00190120,AMHERST MA US,19920216,35,25
GHCND:USC00190120,AMHERST MA US,19920217,52,29
GHCND:USC00190120,AMHERST MA US,19920218,53,29
GHCND:USC00190120,AMHERST MA US,19920219,41,30
GHCND:USC00190120,AMHERST MA US,19920220,43,31
GHCND:USC00190120,AMHERST MA US,19920221,46,25
GHCND:USC00190120,AMHERST MA US,19920222,40,22
GHCND:USC00190120,AMHERST MA US,19920223,34,29
GHCND:USC00190120,AMHERST MA US,19920224,48,29
GHCND:USC00190120,AMHERST MA US,19920225,34,29
GHCND:USC00190120,AMHERST MA US,19920226,35,29
GHCND:USC00190120,AMHERST MA US,19920227,40,25
GHCND:USC00190120,AMHERST MA US,19920228,35,29
GHCND:USC00190120,AMHERST MA US,19920229,42,17
GHCND:USC00190120,AMHERST MA US,19920301,21,9
GHCND:USC00190120,AMHERST MA US,19920302,39,18
GHCND:USC00190120,AMHERST MA US,19920303,35,19
GHCND:USC00190120,AMHERST MA US,19920304,39,19
GHCND:USC00190120,AMHERST MA US,19920305,47,31
GHCND:USC00190120,AMHERST MA US,19920306,53,29
GHCND:USC00190120,AMHERST MA US,19920307,42,32
GHCND:USC00190120,AMHERST MA US,19920308,37,33
GHCND:USC00190120,AMHERST MA US,19920309,49,35
GHCND:USC00190120,AMHERST MA US,19920310,55,39
GHCND:USC00190120,AMHERST MA US,19920311,55,40
GHCND:USC00190120,AMHERST MA US,19920312,57,11
GHCND:USC00190120,AMHERST MA US,19920313,33,15
GHCND:USC00190120,AMHERST MA US,19920314,30,12
GHCND:USC00190120,AMHERST MA US,19920315,30,9
GHCND:USC00190120,AMHERST MA US,19920316,27,12
GHCND:USC00190120,AMHERST MA US,19920317,33,13
GHCND:USC00190120,AMHERST MA US,19920318,41,21
GHCND:USC00190120,AMHERST MA US,19920319,40,23
GHCND:USC00190120,AMHERST MA US,19920320,33,12
GHCND:USC00190120,AMHERST MA US,19920321,43,12
GHCND:USC00190120,AMHERST MA US,19920322,39,19
GHCND:USC00190120,AMHERST MA US,19920323,34,16
GHCND:USC00190120,AMHERST MA US,19920324,36,13
GHCND:USC00190120,AMHERST MA US,19920325,38,16
GHCND:USC00190120,AMHERST MA US,19920326,46,25
GHCND:USC00190120,AMHERST MA US,19920327,57,33
GHCND:USC00190120,AMHERST MA US,19920328,52,36
GHCND:USC00190120,AMHERST MA US,19920329,42,33
GHCND:USC00190120,AMHERST MA US,19920330,57,27
GHCND:USC00190120,AMHERST MA US,19920331,53,34
GHCND:USC00190120,AMHERST MA US,19920401,51,24
GHCND:USC00190120,AMHERST MA US,19920402,56,19
GHCND:USC00190120,AMHERST MA US,19920403,47,30
GHCND:USC00190120,AMHERST MA US,19920404,43,25
GHCND:USC00190120,AMHERST MA US,19920405,47,27
GHCND:USC00190120,AMHERST MA US,19920406,47,20
GHCND:USC00190120,AMHERST MA US,19920407,54,34
GHCND:USC00190120,AMHERST MA US,19920408,61,37
GHCND:USC00190120,AMHERST MA US,19920409,59,25
GHCND:USC00190120,AMHERST MA US,19920410,57,30
GHCND:USC00190120,AMHERST MA US,19920411,66,37
GHCND:USC00190120,AMHERST MA US,19920412,42,33
GHCND:USC00190120,AMHERST MA US,19920413,51,29
GHCND:USC00190120,AMHERST MA US,19920414,43,24
GHCND:USC00190120,AMHERST MA US,19920415,54,22
GHCND:USC00190120,AMHERST MA US,19920416,53,22
GHCND:USC00190120,AMHERST MA US,19920417,46,25
GHCND:USC00190120,AMHERST MA US,19920418,40,33
GHCND:USC00190120,AMHERST MA US,19920419,48,36
GHCND:USC00190120,AMHERST MA US,19920420,44,34
GHCND:USC00190120,AMHERST MA US,19920421,63,39
GHCND:USC00190120,AMHERST MA US,19920422,72,53
GHCND:USC00190120,AMHERST MA US,19920423,64,56
GHCND:USC00190120,AMHERST MA US,19920424,67,43
GHCND:USC00190120,AMHERST MA US,19920425,62,35
GHCND:USC00190120,AMHERST MA US,19920426,43,36
GHCND:USC00190120,AMHERST MA US,19920427,50,37
GHCND:USC00190120,AMHERST MA US,19920428,60,30
GHCND:USC00190120,AMHERST MA US,19920429,61,33
GHCND:USC00190120,AMHERST MA US,19920430,63,33
GHCND:USC00190120,AMHERST MA US,19920501,65,36
GHCND:USC00190120,AMHERST MA US,19920502,66,44
GHCND:USC00190120,AMHERST MA US,19920503,79,37
GHCND:USC00190120,AMHERST MA US,19920504,65,44
GHCND:USC00190120,AMHERST MA US,19920505,59,40
GHCND:USC00190120,AMHERST MA US,19920506,51,28
GHCND:USC00190120,AMHERST MA US,19920507,58,28
GHCND:USC00190120,AMHERST MA US,19920508,61,35
GHCND:USC00190120,AMHERST MA US,19920509,57,44
GHCND:USC00190120,AMHERST MA US,19920510,72,42
GHCND:USC00190120,AMHERST MA US,19920511,78,44
GHCND:USC00190120,AMHERST MA US,19920512,69,36
GHCND:USC00190120,AMHERST MA US,19920513,72,45
GHCND:USC00190120,AMHERST MA US,19920514,76,58
GHCND:USC00190120,AMHERST MA US,19920515,71,51
GHCND:USC00190120,AMHERST MA US,19920516,72,51
GHCND:USC00190120,AMHERST MA US,19920517,65,41
GHCND:USC00190120,AMHERST MA US,19920518,74,47
GHCND:USC00190120,AMHERST MA US,19920519,71,38
GHCND:USC00190120,AMHERST MA US,19920520,73,37
GHCND:USC00190120,AMHERST MA US,19920521,82,38
GHCND:USC00190120,AMHERST MA US,19920522,91,47
GHCND:USC00190120,AMHERST MA US,19920523,94,46
GHCND:USC00190120,AMHERST MA US,19920524,90,53
GHCND:USC00190120,AMHERST MA US,19920525,56,39
GHCND:USC00190120,AMHERST MA US,19920526,66,34
GHCND:USC00190120,AMHERST MA US,19920527,62,38
GHCND:USC00190120,AMHERST MA US,19920528,64,38
GHCND:USC00190120,AMHERST MA US,19920529,68,36
GHCND:USC00190120,AMHERST MA US,19920530,73,42
GHCND:USC00190120,AMHERST MA US,19920531,73,46
GHCND:USC00190120,AMHERST MA US,19920601,60,49
GHCND:USC00190120,AMHERST MA US,19920602,57,49
GHCND:USC00190120,AMHERST MA US,19920603,77,42
GHCND:USC00190120,AMHERST MA US,19920604,81,50
GHCND:USC00190120,AMHERST MA US,19920605,84,53
GHCND:USC00190120,AMHERST MA US,19920606,70,54
GHCND:USC00190120,AMHERST MA US,19920607,74,57
GHCND:USC00190120,AMHERST MA US,19920608,83,64
GHCND:USC00190120,AMHERST MA US,19920609,85,56
GHCND:USC00190120,AMHERST MA US,19920610,77,45
GHCND:USC00190120,AMHERST MA US,19920611,75,45
GHCND:USC00190120,AMHERST MA US,19920612,77,46
GHCND:USC00190120,AMHERST MA US,19920613,83,55
GHCND:USC00190120,AMHERST MA US,19920614,86,55
GHCND:USC00190120,AMHERST MA US,19920615,85,55
GHCND:USC00190120,AMHERST MA US,19920616,77,44
GHCND:USC00190120,AMHERST MA US,19920617,76,43
GHCND:USC00190120,AMHERST MA US,19920618,82,53
GHCND:USC00190120,AMHERST MA US,19920619,78,37
GHCND:USC00190120,AMHERST MA US,19920620,74,62
GHCND:USC00190120,AMHERST MA US,19920621,78,51
GHCND:USC00190120,AMHERST MA US,19920622,75,45
GHCND:USC00190120,AMHERST MA US,19920623,64,41
GHCND:USC00190120,AMHERST MA US,19920624,73,48
GHCND:USC00190120,AMHERST MA US,19920625,68,50
GHCND:USC00190120,AMHERST MA US,19920626,70,44
GHCND:USC00190120,AMHERST MA US,19920627,81,52
GHCND:USC00190120,AMHERST MA US,19920628,74,47
GHCND:USC00190120,AMHERST MA US,19920629,82,47
GHCND:USC00190120,AMHERST MA US,19920630,83,55
GHCND:USC00190120,AMHERST MA US,19920701,84,62
GHCND:USC00190120,AMHERST MA US,19920702,84,52
GHCND:USC00190120,AMHERST MA US,19920704,78,48
GHCND:USC00190120,AMHERST MA US,19920705,64,57
GHCND:USC00190120,AMHERST MA US,19920706,72,48
GHCND:USC00190120,AMHERST MA US,19920707,77,48
GHCND:USC00190120,AMHERST MA US,19920708,78,51
GHCND:USC00190120,AMHERST MA US,19920709,81,57
GHCND:USC00190120,AMHERST MA US,19920710,86,64
GHCND:USC00190120,AMHERST MA US,19920711,84,61
GHCND:USC00190120,AMHERST MA US,19920712,81,55
GHCND:USC00190120,AMHERST MA US,19920713,83,64
GHCND:USC00190120,AMHERST MA US,19920714,84,60
GHCND:USC00190120,AMHERST MA US,19920715,85,62
GHCND:USC00190120,AMHERST MA US,19920716,67,60
GHCND:USC00190120,AMHERST MA US,19920717,78,61
GHCND:USC00190120,AMHERST MA US,19920718,78,62
GHCND:USC00190120,AMHERST MA US,19920719,86,58
GHCND:USC00190120,AMHERST MA US,19920720,83,52
GHCND:USC00190120,AMHERST MA US,19920721,85,61
GHCND:USC00190120,AMHERST MA US,19920722,80,51
GHCND:USC00190120,AMHERST MA US,19920723,77,57
GHCND:USC00190120,AMHERST MA US,19920724,64,50
GHCND:USC00190120,AMHERST MA US,19920725,76,52
GHCND:USC00190120,AMHERST MA US,19920726,78,54
GHCND:USC00190120,AMHERST MA US,19920727,75,59
GHCND:USC00190120,AMHERST MA US,19920728,85,51
GHCND:USC00190120,AMHERST MA US,19920729,77,51
GHCND:USC00190120,AMHERST MA US,19920730,85,56
GHCND:USC00190120,AMHERST MA US,19920731,78,54
GHCND:USC00190120,AMHERST MA US,19920801,68,57
GHCND:USC00190120,AMHERST MA US,19920802,79,49
GHCND:USC00190120,AMHERST MA US,19920803,82,55
GHCND:USC00190120,AMHERST MA US,19920804,81,64
GHCND:USC00190120,AMHERST MA US,19920805,80,52
GHCND:USC00190120,AMHERST MA US,19920806,77,47
GHCND:USC00190120,AMHERST MA US,19920807,81,51
GHCND:USC00190120,AMHERST MA US,19920808,80,51
GHCND:USC00190120,AMHERST MA US,19920809,83,53
GHCND:USC00190120,AMHERST MA US,19920810,66,51
GHCND:USC00190120,AMHERST MA US,19920811,80,63
GHCND:USC00190120,AMHERST MA US,19920812,85,57
GHCND:USC00190120,AMHERST MA US,19920813,77,53
GHCND:USC00190120,AMHERST MA US,19920814,70,55
GHCND:USC00190120,AMHERST MA US,19920815,73,55
GHCND:USC00190120,AMHERST MA US,19920816,64,57
GHCND:USC00190120,AMHERST MA US,19920817,64,59
GHCND:USC00190120,AMHERST MA US,19920818,66,59
GHCND:USC00190120,AMHERST MA US,19920819,75,63
GHCND:USC00190120,AMHERST MA US,19920820,79,49
GHCND:USC00190120,AMHERST MA US,19920821,71,43
GHCND:USC00190120,AMHERST MA US,19920822,78,47
GHCND:USC00190120,AMHERST MA US,19920823,85,46
GHCND:USC00190120,AMHERST MA US,19920824,84,46
GHCND:USC00190120,AMHERST MA US,19920825,83,59
GHCND:USC00190120,AMHERST MA US,19920826,89,64
GHCND:USC00190120,AMHERST MA US,19920827,89,65
GHCND:USC00190120,AMHERST MA US,19920828,89,69
GHCND:USC00190120,AMHERST MA US,19920829,82,66
GHCND:USC00190120,AMHERST MA US,19920830,75,49
GHCND:USC00190120,AMHERST MA US,19920831,77,51
GHCND:USC00190120,AMHERST MA US,19920901,77,47
GHCND:USC00190120,AMHERST MA US,19920902,71,38
GHCND:USC00190120,AMHERST MA US,19920903,73,42
GHCND:USC00190120,AMHERST MA US,19920904,60,53
GHCND:USC00190120,AMHERST MA US,19920905,79,52
GHCND:USC00190120,AMHERST MA US,19920906,77,57
GHCND:USC00190120,AMHERST MA US,19920907,70,54
GHCND:USC00190120,AMHERST MA US,19920908,71,59
GHCND:USC00190120,AMHERST MA US,19920909,79,65
GHCND:USC00190120,AMHERST MA US,19920910,83,69
GHCND:USC00190120,AMHERST MA US,19920911,82,60
GHCND:USC00190120,AMHERST MA US,19920912,75,46
GHCND:USC00190120,AMHERST MA US,19920913,67,41
GHCND:USC00190120,AMHERST MA US,19920914,72,42
GHCND:USC00190120,AMHERST MA US,19920915,74,44
GHCND:USC00190120,AMHERST MA US,19920916,77,47
GHCND:USC00190120,AMHERST MA US,19920917,82,58
GHCND:USC00190120,AMHERST MA US,19920918,83,60
GHCND:USC00190120,AMHERST MA US,19920919,84,61
GHCND:USC00190120,AMHERST MA US,19920920,71,41
GHCND:USC00190120,AMHERST MA US,19920921,69,40
GHCND:USC00190120,AMHERST MA US,19920922,71,46
GHCND:USC00190120,AMHERST MA US,19920923,77,51
GHCND:USC00190120,AMHERST MA US,19920924,61,34
GHCND:USC00190120,AMHERST MA US,19920925,62,34
GHCND:USC00190120,AMHERST MA US,19920926,63,36
GHCND:USC00190120,AMHERST MA US,19920927,62,62
GHCND:USC00190120,AMHERST MA US,19920928,67,45
GHCND:USC00190120,AMHERST MA US,19920929,71,46
GHCND:USC00190120,AMHERST MA US,19920930,59,33
GHCND:USC00190120,AMHERST MA US,19921001,52,24
GHCND:USC00190120,AMHERST MA US,19921002,53,28
GHCND:USC00190120,AMHERST MA US,19921003,71,33
GHCND:USC00190120,AMHERST MA US,19921004,77,46
GHCND:USC00190120,AMHERST MA US,19921005,62,32
GHCND:USC00190120,AMHERST MA US,19921006,55,27
GHCND:USC00190120,AMHERST MA US,19921007,60,29
GHCND:USC00190120,AMHERST MA US,19921008,70,30
GHCND:USC00190120,AMHERST MA US,19921009,69,32
GHCND:USC00190120,AMHERST MA US,19921010,66,46
GHCND:USC00190120,AMHERST MA US,19921011,72,42
GHCND:USC00190120,AMHERST MA US,19921012,68,48
GHCND:USC00190120,AMHERST MA US,19921013,63,42
GHCND:USC00190120,AMHERST MA US,19921014,58,28
GHCND:USC00190120,AMHERST MA US,19921015,54,30
GHCND:USC00190120,AMHERST MA US,19921016,60,47
GHCND:USC00190120,AMHERST MA US,19921017,60,44
GHCND:USC00190120,AMHERST MA US,19921018,53,25
GHCND:USC00190120,AMHERST MA US,19921019,52,26
GHCND:USC00190120,AMHERST MA US,19921020,42,26
GHCND:USC00190120,AMHERST MA US,19921021,50,27
GHCND:USC00190120,AMHERST MA US,19921022,52,30
GHCND:USC00190120,AMHERST MA US,19921023,50,27
GHCND:USC00190120,AMHERST MA US,19921024,60,28
GHCND:USC00190120,AMHERST MA US,19921025,53,32
GHCND:USC00190120,AMHERST MA US,19921026,48,33
GHCND:USC00190120,AMHERST MA US,19921027,53,36
GHCND:USC00190120,AMHERST MA US,19921028,52,25
GHCND:USC00190120,AMHERST MA US,19921029,58,28
GHCND:USC00190120,AMHERST MA US,19921030,47,31
GHCND:USC00190120,AMHERST MA US,19921031,51,34
GHCND:USC00190120,AMHERST MA US,19921101,42,33
GHCND:USC00190120,AMHERST MA US,19921102,45,23
GHCND:USC00190120,AMHERST MA US,19921103,40,30
GHCND:USC00190120,AMHERST MA US,19921104,44,36
GHCND:USC00190120,AMHERST MA US,19921105,53,40
GHCND:USC00190120,AMHERST MA US,19921106,48,34
GHCND:USC00190120,AMHERST MA US,19921107,47,33
GHCND:USC00190120,AMHERST MA US,19921108,42,23
GHCND:USC00190120,AMHERST MA US,19921109,37,14
GHCND:USC00190120,AMHERST MA US,19921110,39,17
GHCND:USC00190120,AMHERST MA US,19921111,44,22
GHCND:USC00190120,AMHERST MA US,19921112,48,40
GHCND:USC00190120,AMHERST MA US,19921113,61,38
GHCND:USC00190120,AMHERST MA US,19921114,54,23
GHCND:USC00190120,AMHERST MA US,19921115,47,21
GHCND:USC00190120,AMHERST MA US,19921116,40,17
GHCND:USC00190120,AMHERST MA US,19921117,40,19
GHCND:USC00190120,AMHERST MA US,19921118,34,30
GHCND:USC00190120,AMHERST MA US,19921119,37,21
GHCND:USC00190120,AMHERST MA US,19921120,38,18
GHCND:USC00190120,AMHERST MA US,19921121,42,19
GHCND:USC00190120,AMHERST MA US,19921122,55,29
GHCND:USC00190120,AMHERST MA US,19921123,60,49
GHCND:USC00190120,AMHERST MA US,19921124,68,40
GHCND:USC00190120,AMHERST MA US,19921125,45,39
GHCND:USC00190120,AMHERST MA US,19921126,47,39
GHCND:USC00190120,AMHERST MA US,19921127,49,35
GHCND:USC00190120,AMHERST MA US,19921128,46,25
GHCND:USC00190120,AMHERST MA US,19921129,45,23
GHCND:USC00190120,AMHERST MA US,19921130,45,23
GHCND:USC00190120,AMHERST MA US,19921201,43,31
GHCND:USC00190120,AMHERST MA US,19921202,49,22
GHCND:USC00190120,AMHERST MA US,19921203,43,23
GHCND:USC00190120,AMHERST MA US,19921204,41,28
GHCND:USC00190120,AMHERST MA US,19921205,41,27
GHCND:USC00190120,AMHERST MA US,19921206,36,18
GHCND:USC00190120,AMHERST MA US,19921207,34,18
GHCND:USC00190120,AMHERST MA US,19921208,38,18
GHCND:USC00190120,AMHERST MA US,19921209,27,8
GHCND:USC00190120,AMHERST MA US,19921210,30,10
GHCND:USC00190120,AMHERST MA US,19921211,37,12
GHCND:USC00190120,AMHERST MA US,19921212,39,29
GHCND:USC00190120,AMHERST MA US,19921213,37,28
GHCND:USC00190120,AMHERST MA US,19921214,40,19
GHCND:USC00190120,AMHERST MA US,19921215,40,17
GHCND:USC00190120,AMHERST MA US,19921216,32,18
GHCND:USC00190120,AMHERST MA US,19921217,40,31
GHCND:USC00190120,AMHERST MA US,19921218,42,34
GHCND:USC00190120,AMHERST MA US,19921219,41,20
GHCND:USC00190120,AMHERST MA US,19921220,42,25
GHCND:USC00190120,AMHERST MA US,19921221,45,21
GHCND:USC00190120,AMHERST MA US,19921222,33,17
GHCND:USC00190120,AMHERST MA US,19921223,45,23
GHCND:USC00190120,AMHERST MA US,19921224,37,23
GHCND:USC00190120,AMHERST MA US,19921225,34,7
GHCND:USC00190120,AMHERST MA US,19921226,34,6
GHCND:USC00190120,AMHERST MA US,19921227,29,5
GHCND:USC00190120,AMHERST MA US,19921228,24,5
GHCND:USC00190120,AMHERST MA US,19921229,31,17
GHCND:USC00190120,AMHERST MA US,19921230,36,30
GHCND:USC00190120,AMHERST MA US,19921231,41,33
GHCND:USC00190120,AMHERST MA US,19930101,41,28
GHCND:USC00190120,AMHERST MA US,19930102,30,16
GHCND:USC00190120,AMHERST MA US,19930103,42,12
GHCND:USC00190120,AMHERST MA US,19930104,40,14
GHCND:USC00190120,AMHERST MA US,19930105,58,39
GHCND:USC00190120,AMHERST MA US,19930106,59,28
GHCND:USC00190120,AMHERST MA US,19930107,38,26
GHCND:USC00190120,AMHERST MA US,19930108,40,25
GHCND:USC00190120,AMHERST MA US,19930109,30,15
GHCND:USC00190120,AMHERST MA US,19930110,36,10
GHCND:USC00190120,AMHERST MA US,19930111,21,17
GHCND:USC00190120,AMHERST MA US,19930112,25,19
GHCND:USC00190120,AMHERST MA US,19930113,31,25
GHCND:USC00190120,AMHERST MA US,19930114,33,20
GHCND:USC00190120,AMHERST MA US,19930115,26,21
GHCND:USC00190120,AMHERST MA US,19930116,32,21
GHCND:USC00190120,AMHERST MA US,19930117,35,11
GHCND:USC00190120,AMHERST MA US,19930118,36,18
GHCND:USC00190120,AMHERST MA US,19930119,25,-4
GHCND:USC00190120,AMHERST MA US,19930120,26,-1
GHCND:USC00190120,AMHERST MA US,19930121,38,5
GHCND:USC00190120,AMHERST MA US,19930122,38,7
GHCND:USC00190120,AMHERST MA US,19930123,38,31
GHCND:USC00190120,AMHERST MA US,19930124,43,24
GHCND:USC00190120,AMHERST MA US,19930125,52,31
GHCND:USC00190120,AMHERST MA US,19930126,36,13
GHCND:USC00190120,AMHERST MA US,19930127,35,13
GHCND:USC00190120,AMHERST MA US,19930128,39,21
GHCND:USC00190120,AMHERST MA US,19930129,32,22
GHCND:USC00190120,AMHERST MA US,19930130,38,12
GHCND:USC00190120,AMHERST MA US,19930131,25,10
GHCND:USC00190120,AMHERST MA US,19930201,25,13
GHCND:USC00190120,AMHERST MA US,19930202,16,4
GHCND:USC00190120,AMHERST MA US,19930203,13,6
GHCND:USC00190120,AMHERST MA US,19930204,42,12
GHCND:USC00190120,AMHERST MA US,19930205,30,16
GHCND:USC00190120,AMHERST MA US,19930206,47,6
GHCND:USC00190120,AMHERST MA US,19930207,19,-6
GHCND:USC00190120,AMHERST MA US,19930208,28,18
GHCND:USC00190120,AMHERST MA US,19930209,39,10
GHCND:USC00190120,AMHERST MA US,19930210,32,10
GHCND:USC00190120,AMHERST MA US,19930211,48,28
GHCND:USC00190120,AMHERST MA US,19930212,34,21
GHCND:USC00190120,AMHERST MA US,19930213,32,21
GHCND:USC00190120,AMHERST MA US,19930214,32,27
GHCND:USC00190120,AMHERST MA US,19930215,36,6
GHCND:USC00190120,AMHERST MA US,19930216,41,23
GHCND:USC00190120,AMHERST MA US,19930217,34,26
GHCND:USC00190120,AMHERST MA US,19930218,35,1
GHCND:USC00190120,AMHERST MA US,19930219,31,4
GHCND:USC00190120,AMHERST MA US,19930220,25,-4
GHCND:USC00190120,AMHERST MA US,19930221,30,7
GHCND:USC00190120,AMHERST MA US,19930222,26,19
GHCND:USC00190120,AMHERST MA US,19930223,28,20
GHCND:USC00190120,AMHERST MA US,19930224,35,8
GHCND:USC00190120,AMHERST MA US,19930225,24,-1
GHCND:USC00190120,AMHERST MA US,19930226,22,-9
GHCND:USC00190120,AMHERST MA US,19930227,33,-4
GHCND:USC00190120,AMHERST MA US,19930228,34,7
GHCND:USC00190120,AMHERST MA US,19930301,35,5
GHCND:USC00190120,AMHERST MA US,19930302,46,9
GHCND:USC00190120,AMHERST MA US,19930303,45,17
GHCND:USC00190120,AMHERST MA US,19930304,50,20
GHCND:USC00190120,AMHERST MA US,19930305,39,27
GHCND:USC00190120,AMHERST MA US,19930306,33,22
GHCND:USC00190120,AMHERST MA US,19930307,47,21
GHCND:USC00190120,AMHERST MA US,19930308,47,22
GHCND:USC00190120,AMHERST MA US,19930309,48,27
GHCND:USC00190120,AMHERST MA US,19930310,45,19
GHCND:USC00190120,AMHERST MA US,19930311,42,25
GHCND:USC00190120,AMHERST MA US,19930312,42,19
GHCND:USC00190120,AMHERST MA US,19930313,34,18
GHCND:USC00190120,AMHERST MA US,19930314,27,13
GHCND:USC00190120,AMHERST MA US,19930315,22,3
GHCND:USC00190120,AMHERST MA US,19930316,28,-1
GHCND:USC00190120,AMHERST MA US,19930317,41,-10
GHCND:USC00190120,AMHERST MA US,19930318,45,5
GHCND:USC00190120,AMHERST MA US,19930319,25,3
GHCND:USC00190120,AMHERST MA US,19930320,34,4
GHCND:USC00190120,AMHERST MA US,19930321,41,18
GHCND:USC00190120,AMHERST MA US,19930322,42,30
GHCND:USC00190120,AMHERST MA US,19930323,45,16
GHCND:USC00190120,AMHERST MA US,19930324,47,24
GHCND:USC00190120,AMHERST MA US,19930325,37,32
GHCND:USC00190120,AMHERST MA US,19930326,49,30
GHCND:USC00190120,AMHERST MA US,19930327,64,27
GHCND:USC00190120,AMHERST MA US,19930328,65,33
GHCND:USC00190120,AMHERST MA US,19930329,51,43
GHCND:USC00190120,AMHERST MA US,19930330,47,41
GHCND:USC00190120,AMHERST MA US,19930331,54,30
GHCND:USC00190120,AMHERST MA US,19930401,61,35
GHCND:USC00190120,AMHERST MA US,19930402,38,32
GHCND:USC00190120,AMHERST MA US,19930403,34,31
GHCND:USC00190120,AMHERST MA US,19930404,44,32
GHCND:USC00190120,AMHERST MA US,19930405,45,22
GHCND:USC00190120,AMHERST MA US,19930406,57,25
GHCND:USC00190120,AMHERST MA US,19930407,55,26
GHCND:USC00190120,AMHERST MA US,19930408,61,24
GHCND:USC00190120,AMHERST MA US,19930409,68,29
GHCND:USC00190120,AMHERST MA US,19930410,65,36
GHCND:USC00190120,AMHERST MA US,19930411,61,44
GHCND:USC00190120,AMHERST MA US,19930412,52,40
GHCND:USC00190120,AMHERST MA US,19930413,44,40
GHCND:USC00190120,AMHERST MA US,19930414,53,39
GHCND:USC00190120,AMHERST MA US,19930415,60,39
GHCND:USC00190120,AMHERST MA US,19930416,58,41
GHCND:USC00190120,AMHERST MA US,19930417,70,52
GHCND:USC00190120,AMHERST MA US,19930418,62,37
GHCND:USC00190120,AMHERST MA US,19930419,61,27
GHCND:USC00190120,AMHERST MA US,19930420,73,51
GHCND:USC00190120,AMHERST MA US,19930421,72,49
GHCND:USC00190120,AMHERST MA US,19930422,71,49
GHCND:USC00190120,AMHERST MA US,19930423,58,39
GHCND:USC00190120,AMHERST MA US,19930424,47,27
GHCND:USC00190120,AMHERST MA US,19930425,64,36
GHCND:USC00190120,AMHERST MA US,19930426,74,41
GHCND:USC00190120,AMHERST MA US,19930427,57,34
GHCND:USC00190120,AMHERST MA US,19930428,56,29
GHCND:USC00190120,AMHERST MA US,19930429,64,32
GHCND:USC00190120,AMHERST MA US,19930430,74,37
GHCND:USC00190120,AMHERST MA US,19930501,75,41
GHCND:USC00190120,AMHERST MA US,19930502,80,46
GHCND:USC00190120,AMHERST MA US,19930503,78,43
GHCND:USC00190120,AMHERST MA US,19930504,67,49
